organisation,wikidata,name,website,statistical-geography,toid,opendatacommunities,esd-inventories,start-date,end-date
local-authority-eng:SEL,Q639773,Selby District Council,https://www.selby.gov.uk,E07000169,7000000000021055,http://opendatacommunities.org/id/geography/administration/nmd/E07000169,,,
local-authority-eng:SEV,Q1499339,Sevenoaks District Council,https://www.sevenoaks.gov.uk,E07000111,7000000000018593,http://opendatacommunities.org/id/geography/administration/nmd/E07000111,,,
local-authority-eng:SFK,Q23111,Suffolk County Council,https://www.suffolk.gov.uk,E10000029,7000000000015934,http://opendatacommunities.org/id/geography/administration/cty/E10000029,,,
local-authority-eng:SFT,Q1546645,Sefton Metropolitan Borough Council,https://www.sefton.gov.uk,E08000014,7000000000005960,http://opendatacommunities.org/id/geography/administration/md/E08000014,,,
local-authority-eng:SGC,Q1369280,South Gloucestershire Council,https://www.southglos.gov.uk,E06000025,7000000000025559,http://opendatacommunities.org/id/geography/administration/ua/E06000025,,,
local-authority-eng:SHA,Q649699,South Hams District Council,https://www.southhams.gov.uk,E07000044,7000000000022569,http://opendatacommunities.org/id/geography/administration/nmd/E07000044,,,
local-authority-eng:SHE,Q635416,Folkestone and Hythe Council,https://www.shepway.gov.uk,E07000112,7000000000018085,http://opendatacommunities.org/id/geography/administration/nmd/E07000112,,,
local-authority-eng:SHF,Q12956644,Sheffield City Council,https://www.sheffield.gov.uk,E08000019,7000000000009113,http://opendatacommunities.org/id/geography/administration/md/E08000019,,,
local-authority-eng:SHN,Q179206,St Helens Council,https://www.sthelens.gov.uk,E08000013,7000000000006000,http://opendatacommunities.org/id/geography/administration/md/E08000013,,,
local-authority-eng:SHO,Q303269,South Holland District Council,https://www.sholland.gov.uk,E07000140,7000000000005599,http://opendatacommunities.org/id/geography/administration/nmd/E07000140,,,
local-authority-eng:SHR,Q21694759,Shropshire Council,https://www.shropshire.gov.uk,E06000051,7000000000043822,http://opendatacommunities.org/id/geography/administration/ua/E06000051,,,
local-authority-eng:SKE,Q1942426,South Kesteven District Council,https://www.southkesteven.gov.uk,E07000141,7000000000005557,http://opendatacommunities.org/id/geography/administration/nmd/E07000141,,,
local-authority-eng:SKP,Q1752424,Stockport Metropolitan Borough Council,https://www.stockport.gov.uk,E08000007,7000000000018757,http://opendatacommunities.org/id/geography/administration/md/E08000007,,,
local-authority-eng:SLA,Q1428514,South Lakeland District Council,https://www.southlakeland.gov.uk,E07000031,7000000000012934,http://opendatacommunities.org/id/geography/administration/nmd/E07000031,,,
local-authority-eng:SLF,Q1142118,Salford City Council,https://www.salford.gov.uk,E08000006,7000000000018805,http://opendatacommunities.org/id/geography/administration/md/E08000006,,,
local-authority-eng:SLG,,Slough Borough Council,https://www.slough.gov.uk,E06000039,,http://opendatacommunities.org/id/geography/administration/ua/E06000039,,,
local-authority-eng:SND,Q1280897,Sunderland City Council,https://www.sunderland.gov.uk,E08000024,7000000000009731,http://opendatacommunities.org/id/geography/administration/md/E08000024,,,
local-authority-eng:SNO,Q1854245,South Norfolk District Council,https://www.south-norfolk.gov.uk,E07000149,7000000000006724,http://opendatacommunities.org/id/geography/administration/nmd/E07000149,,,
local-authority-eng:SNR,Q1432575,South Northamptonshire Council,https://www.southnorthants.gov.uk,E07000155,7000000000007306,http://opendatacommunities.org/id/geography/administration/nmd/E07000155,,,
local-authority-eng:SOL,Q1925858,Solihull Metropolitan Borough Council,https://www.solihull.gov.uk,E08000029,7000000000000009,http://opendatacommunities.org/id/geography/administration/md/E08000029,,,
local-authority-eng:SOM,Q21694741,Somerset County Council,https://www.somerset.gov.uk,E10000027,7000000000010578,http://opendatacommunities.org/id/geography/administration/cty/E10000027,,,
local-authority-eng:SOS,Q21487155,Southend-on-Sea Borough Council,https://www.southend.gov.uk,E06000033,7000000000038907,http://opendatacommunities.org/id/geography/administration/ua/E06000033,,,
local-authority-eng:SOX,Q1776967,South Oxfordshire District Council,https://www.southoxon.gov.uk,E07000179,7000000000008253,http://opendatacommunities.org/id/geography/administration/nmd/E07000179,,,
local-authority-eng:SPE,Q1234166,Spelthorne Borough Council,https://www.spelthorne.gov.uk,E07000213,7000000000014169,http://opendatacommunities.org/id/geography/administration/nmd/E07000213,,,
local-authority-eng:SRI,Q290838,South Ribble Borough Council,https://www.southribble.gov.uk,E07000126,7000000000004834,http://opendatacommunities.org/id/geography/administration/nmd/E07000126,,,
local-authority-eng:SRY,Q23276,Surrey County Council,https://www.surreycc.gov.uk,E10000030,7000000000013965,http://opendatacommunities.org/id/geography/administration/cty/E10000030,,,
local-authority-eng:SSO,Q1379924,South Somerset District Council,https://www.southsomerset.gov.uk,E07000189,7000000000010495,http://opendatacommunities.org/id/geography/administration/nmd/E07000189,,,
local-authority-eng:SST,Q2116379,South Staffordshire Council,https://www.sstaffs.gov.uk,E07000196,7000000000014855,http://opendatacommunities.org/id/geography/administration/nmd/E07000196,,,
local-authority-eng:STA,Q678347,Stafford Borough Council,https://www.staffordbc.gov.uk,E07000197,7000000000014892,http://opendatacommunities.org/id/geography/administration/nmd/E07000197,,,
local-authority-eng:STE,Q21891722,Stoke-on-Trent City Council,https://www.stoke.gov.uk,E06000021,7000000000038408,http://opendatacommunities.org/id/geography/administration/ua/E06000021,,,
local-authority-eng:STF,Q2116362,Staffordshire Moorlands District Council,https://www.staffsmoorlands.gov.uk,E07000198,7000000000015068,http://opendatacommunities.org/id/geography/administration/nmd/E07000198,,,
local-authority-eng:STH,Q21683230,Southampton City Council,https://www.southampton.gov.uk,E06000045,7000000000037256,http://opendatacommunities.org/id/geography/administration/ua/E06000045,,,
local-authority-eng:STN,Q320378,London Borough of Sutton,https://www.sutton.gov.uk,E09000029,7000000000010873,http://opendatacommunities.org/id/geography/administration/lonb/E09000029,,,
local-authority-eng:STO,Q966144,Stroud District Council,https://www.stroud.gov.uk,E07000082,7000000000020571,http://opendatacommunities.org/id/geography/administration/nmd/E07000082,,,
local-authority-eng:STR,Q1693076,Stratford-on-Avon District Council,https://www.stratford.gov.uk,E07000221,7000000000009943,http://opendatacommunities.org/id/geography/administration/nmd/E07000221,,,
local-authority-eng:STS,Q21694786,Staffordshire County Council,https://www.staffordshire.gov.uk,E10000028,7000000000015052,http://opendatacommunities.org/id/geography/administration/cty/E10000028,,,
local-authority-eng:STT,Q894094,Stockton-on-Tees Borough Council,https://www.stockton.gov.uk,E06000004,7000000000025587,http://opendatacommunities.org/id/geography/administration/ua/E06000004,,,
local-authority-eng:STV,,Stevenage Borough Council,https://www.stevenage.gov.uk,E07000101,,http://opendatacommunities.org/id/geography/administration/nmd/E07000101,,,
local-authority-eng:STY,Q1541228,South Tyneside Council,https://www.southtyneside.info,E08000023,7000000000009685,http://opendatacommunities.org/id/geography/administration/md/E08000023,,,
local-authority-eng:SUF,Q2116371,Suffolk Coastal District Council,https://www.suffolkcoastal.gov.uk,E07000205,7000000000015508,http://opendatacommunities.org/id/geography/administration/nmd/E07000205,,,2019-03-31
local-authority-eng:SUR,Q2116333,Surrey Heath Borough Council,https://www.surreyheath.gov.uk,E07000214,7000000000014064,http://opendatacommunities.org/id/geography/administration/nmd/E07000214,,,
local-authority-eng:SWD,Q894093,Swindon Borough Council,https://www.swindon.gov.uk,E06000030,7000000000038141,http://opendatacommunities.org/id/geography/administration/ua/E06000030,,,
local-authority-eng:SWK,Q730706,London Borough of Southwark,https://www.southwark.gov.uk,E09000028,7000000000011013,http://opendatacommunities.org/id/geography/administration/lonb/E09000028,,,
local-authority-eng:SWL,Q652559,Swale Borough Council,https://www.swale.gov.uk,E07000113,7000000000018242,http://opendatacommunities.org/id/geography/administration/nmd/E07000113,,,
local-authority-eng:SWT,Q60790331,Somerset West and Taunton Council,https://www.somersetwestandtaunton.gov.uk,E07000246,,http://opendatacommunities.org/id/geography/administration/nmd/E07000246,,,
local-authority-eng:TAM,Q1423078,Tameside Metropolitan Borough Council,https://www.tameside.gov.uk,E08000008,7000000000018700,http://opendatacommunities.org/id/geography/administration/md/E08000008,,,
local-authority-eng:TAN,Q2301760,Tandridge District Council,https://www.tandridge.gov.uk,E07000215,7000000000013870,http://opendatacommunities.org/id/geography/administration/nmd/E07000215,,,
local-authority-eng:TAU,Q1853334,Taunton Deane Borough Council,https://www.tauntondeane.gov.uk,E07000190,7000000000010370,http://opendatacommunities.org/id/geography/administration/nmd/E07000190,,,2019-03-31
local-authority-eng:TAW,,Tamworth Borough Council,https://www.tamworth.gov.uk,E07000199,,http://opendatacommunities.org/id/geography/administration/nmd/E07000199,,,
local-authority-eng:TEI,Q739432,Teignbridge District Council,https://www.teignbridge.gov.uk,E07000045,7000000000022881,http://opendatacommunities.org/id/geography/administration/nmd/E07000045,,,
local-authority-eng:TEN,Q1752638,Tendring District Council,https://www.tendringdc.gov.uk,E07000076,7000000000019547,http://opendatacommunities.org/id/geography/administration/nmd/E07000076,,,
local-authority-eng:TES,Q2116338,Test Valley Borough Council,https://www.testvalley.gov.uk,E07000093,7000000000043511,http://opendatacommunities.org/id/geography/administration/nmd/E07000093,,,
local-authority-eng:TEW,Q894096,Tewkesbury Borough Council,https://tewkesbury.gov.uk,E07000083,7000000000020380,http://opendatacommunities.org/id/geography/administration/nmd/E07000083,,,
local-authority-eng:TFW,Q1425298,Telford & Wrekin Council,https://www.telford.gov.uk,E06000020,7000000000038854,http://opendatacommunities.org/id/geography/administration/ua/E06000020,,,
local-authority-eng:THA,Q1752642,Thanet District Council,https://thanet.gov.uk,E07000114,7000000000018130,http://opendatacommunities.org/id/geography/administration/nmd/E07000114,,,
local-authority-eng:THE,Q1386468,Three Rivers District Council,https://www.threerivers.gov.uk,E07000102,7000000000003826,http://opendatacommunities.org/id/geography/administration/nmd/E07000102,,,
local-authority-eng:THR,Q1549155,Thurrock Council,https://www.thurrock.gov.uk,E06000034,7000000000038866,http://opendatacommunities.org/id/geography/administration/ua/E06000034,,,
local-authority-eng:TOB,Q1136118,Torbay Council,https://www.torbay.gov.uk,E06000027,7000000000038883,http://opendatacommunities.org/id/geography/administration/ua/E06000027,,,
local-authority-eng:TON,Q596743,Tonbridge and Malling Borough Council,https://www.tmbc.gov.uk,E07000115,7000000000018343,http://opendatacommunities.org/id/geography/administration/nmd/E07000115,,,
local-authority-eng:TOR,Q1752488,Torridge District Council,https://www.torridge.gov.uk,E07000046,7000000000022970,http://opendatacommunities.org/id/geography/administration/nmd/E07000046,,,
local-authority-eng:TRF,Q915954,Trafford Metropolitan Borough Council,https://www.trafford.gov.uk,E08000009,7000000000018786,http://opendatacommunities.org/id/geography/administration/md/E08000009,,,
local-authority-eng:TUN,Q894097,Tunbridge Wells Borough Council,https://www.tunbridgewells.gov.uk,E07000116,7000000000018650,http://opendatacommunities.org/id/geography/administration/nmd/E07000116,,,
local-authority-eng:TVCA,Q21061639,Tees Valley Combined Authority,https://teesvalley-ca.gov.uk,E47000006,,,,,
local-authority-eng:TWH,Q208152,London Borough of Tower Hamlets,https://www.towerhamlets.gov.uk,E09000030,7000000000011185,http://opendatacommunities.org/id/geography/administration/lonb/E09000030,,,
local-authority-eng:UTT,Q1496198,Uttlesford District Council,https://www.uttlesford.gov.uk,E07000077,7000000000020033,http://opendatacommunities.org/id/geography/administration/nmd/E07000077,,,
local-authority-eng:VAL,Q1540110,Vale of White Horse District Council,https://www.whitehorsedc.gov.uk,E07000180,7000000000008439,http://opendatacommunities.org/id/geography/administration/nmd/E07000180,,,
local-authority-eng:WAE,Q2116521,Waverley Borough Council,https://www.waverley.gov.uk,E07000216,7000000000014119,http://opendatacommunities.org/id/geography/administration/nmd/E07000216,,,
local-authority-eng:WAR,Q23140,Warwickshire County Council,https://www.warwickshire.gov.uk,E10000031,7000000000010049,http://opendatacommunities.org/id/geography/administration/cty/E10000031,,,
local-authority-eng:WAT,,Watford Borough Council,https://www.watford.gov.uk,E07000103,,http://opendatacommunities.org/id/geography/administration/nmd/E07000103,,,
local-authority-eng:WAV,Q642424,Waveney District Council,https://www.waveney.gov.uk,E07000206,7000000000015440,http://opendatacommunities.org/id/geography/administration/nmd/E07000206,,,2019-03-31
local-authority-eng:WAW,Q611294,Warwick District Council,https://www.warwickdc.gov.uk,E07000222,7000000000043516,http://opendatacommunities.org/id/geography/administration/nmd/E07000222,,,
local-authority-eng:WBK,Q1473780,West Berkshire Council,https://www.westberks.gov.uk,E06000037,7000000000038899,http://opendatacommunities.org/id/geography/administration/ua/E06000037,,,
local-authority-eng:WDE,Q370814,West Devon Borough Council,https://www.westdevon.gov.uk,E07000047,7000000000022767,http://opendatacommunities.org/id/geography/administration/nmd/E07000047,,,
local-authority-eng:WDO,Q629802,West Dorset District Council,https://www.dorsetforyou.com,E07000052,7000000000014539,http://opendatacommunities.org/id/geography/administration/nmd/E07000052,,,2019-03-31
